name,apirest_id,original_id,latitude,longitude
La Puerta,900000000000000000090,DEM_PUERTA13,-30.88955675,-63.2579386111111
La Toma,900000000000000000091,UNDEFINED,-32.1621050555556,-64.1511793333333
Laboulaye,900000000000000000092,DEM_LABOUL13,-34.1184027777778,-63.4016722222222
Laguna Larga,900000000000000000093,DEM_LAGUNA13,-31.762668,-63.7813393333333
Las Ferias,900000000000000000094,DEM_FERIAS13,-33.1516216666667,-64.3604406111111
Las Higueras,900000000000000000095,DEM_LASHIG13,-33.0916166666667,-64.2998277777778
Las Perdices,900000000000000000096,UNDEFINED,-32.7018278333333,-63.7001108333333
Las Playas,900000000000000000097,DEM_PLAYAS13,-32.4305501666667,-63.1921584166667
Las Varillas,900000000000000000098,DEM_LVARILL13,-31.8813475833333,-62.7290271111111
Las Vertientes,900000000000000000099,DEM_VERTIE13,-33.2953002777778,-64.5724279444444
Leones,900000000000000000100,DEM_LEONES13,-32.6670168611111,-62.30445975
Los Molinos,900000000000000000101,DEM_LOSMOL13,-31.8381151111111,-64.4448680555556
Los Pozos,900000000000000000102,DEM_LPOZOS33,-31.91198575,-65.0349771944444
Luca,900000000000000000103,UNDEFINED,-32.536652,-63.4728955833333
Luque,900000000000000000104,DEM_LUQUE13,-31.6407583611111,-63.3470284166667
Malvinas Argentinas,900000000000000000105,UNDEFINED,-31.3402939722222,-63.9130442222222
Maranzana,900000000000000000106,UNDEFINED,-33.1607483611111,-64.36606425
Marcos Juarez,900000000000000000107,DEM_MJUARE13,-32.7054751111111,-62.1137046111111
Mario Seveso,900000000000000000108,UNDEFINED,-31.4224683611111,-63.0389516111111
Mendiolaza 132,900000000000000000109,DEM_MENDIO132,-31.2646795277778,-64.2712133611111
General Cabrera,900000000000000000073,DEM_CABRER132,-32.7973317222222,-63.8536687222222
Villa Maria Norte 13KV,900000000000000000159,DEM_VMARIN13,-32.3790626111111,-63.23920225
UPC HTA  AgriculturaCba,100000000000000030538,30538,-31.370541,-64.254818
Reducción AgriculturaCba,100000000000000030405,30405,-33.20438,-63.866066
APRHi - Canal 7 M.I. El Brete,100000000000000030178,30178,-30.664828,-64.878939
Los Chañaritos AgriculturaCba,100000000000000030558,30558,-30.57397,-64.95086
APRHI - Tuclame,100000000000000030181,30181,-30.741254,-65.242453
RMA1_BAL - Bosque Alegre,400000000000000000094,94,-31.5975,-64.5502777777778
APRHi - Dique El Cajon,100000000000000030223,30223,-30.853375,-64.550332
APRHi - Los Hornillos,100000000000000030236,30236,-31.163477,-64.366722
APRHi - Canal 8 M.I. El Brete,100000000000000030177,30177,-30.665128,-64.878639
APRHi - Laguna Mar Chiquita,100000000000000030217,30217,-30.902735,-62.671356
Huerta Grande AgriculturaCba,100000000000000030267,30267,-31.0715,-64.4874
APRHi - Dique Cruz del Eje,100000000000000030299,30299,-30.770752,-64.757715
Puesto Pereyra (Los Gigantes),200000000000000000200,200,-31.44888,-64.80887
APRHi - Río Los Espinillos - Golpe de Agua,100000000000000070009,70009,-31.839365,-64.603264
Observatorio Bosque Alegre,200000000000000002300,2300,-31.59833,-64.54969
La Suela,200000000000000002800,2800,-31.64222,-64.59026
Alpa Corral,200000000000000005100,5100,-32.61777,-64.79331
San José de los Rios,200000000000000002103,2103,-31.2488,-64.60405
La Hoyada,200000000000000001403,1403,-31.35685,-64.69431
Confluencia Malambo,200000000000000001013,1013,-31.49513,-64.67928
Villa Caeiro,200000000000000002903,2903,-31.29143,-64.45996
Pampa de Olaen,200000000000000002400,2400,-31.19083,-64.60721
Dique La Quebrada,200000000000000004600,4600,-31.1475,-64.34775
Ea. La Paz - Ascochinga,200000000000000006003,6003,-30.96498,-64.23881
Tres Árboles,200000000000000005060,5060,-32.05388,-64.91553
APRHi - Mina Clavero,100000000000000030389,30389,-31.719452,-65.009117
Camino El Cuadrado,200000000000000004800,4800,-31.09777,-64.44692
La Estancia - Calamuchita,200000000000000001510,1510,-32.060777,-64.52282
Las Junturas Cosquín,200000000000000003903,3903,-31.20861,-64.48416
Las Ensenadas (El Cóndor),200000000000000001200,1200,-31.60111,-64.79109
Anisacate,200000000000000001600,1600,-31.72361,-64.40471
San Antonio de Litin AgriculturaCba,100000000000000030259,30259,-32.2074,-62.6463
La Quebrada,200000000000000001700,1700,-31.48833,-64.59969
Paso de las Piedras,200000000000000002600,2600,-31.65083,-64.82886
La Palmita,200000000000000003500,3500,-31.71,-64.95554
APRHi - Chancaní (Reserva),100000000000000030240,30240,-31.37665,-65.47995
APRHI-Chúa,100000000000000030442,30442,-31.69809,-65.302
APRHI -  Río de La Candelaria,100000000000000060003,60003,-30.902535,-64.824097
APRHi - Cno Ascochinga-La Cumbre,100000000000000060001,60001,-30.93976,-64.40134
APRHI - Embalse Boca de Río,100000000000000030347,30347,-31.913973,-65.1128814
APRHi - Cerro Obero (Cerro Uritorco Sur),100000000000000060002,60002,-30.8655,-64.4568
APRHi - Canal 2 MD,100000000000000030171,30171,-30.667712,-64.856285
Villa del Totoral AgriculturaCba,100000000000000030134,30134,-30.7074,-64.0819
Tinoco AgriculturaCba,100000000000000030266,30266,-31.079109,-63.850986
APRHi - Arroyo Algodón,100000000000000030350,30350,-32.215248,-63.166206
APRHi - El Durazno- Tanti,100000000000000030447,30447,-31.3489,-64.657
Ordoñez AgriculturaCba,100000000000000030288,30288,-32.848542,-62.855049
APRHi - Arroyo Saldán - Arcos,100000000000000070004,70004,-31.321016,-64.307947
MunUnquillo - Arroyo Los Quebrachitos,100000000000000030027,30027,-31.1996,-64.3654
Ausonia AgriculturaCba,100000000000000030066,30066,-32.6533,-63.2458
APRHi Pichanas -Sta. Ana,100000000000000030491,30491,-30.79223,-65.18629
Inriville - Pred. Muni Río Carcarañá AgriculturaCba,100000000000000030539,30539,-32.9027217,-62.22697
APRHi - Los Espinillos (Cuenca Media Río los Espinillos),100000000000000030232,30232,-31.8134,-64.6626
Corral de Bustos Ifflinger AgriculturaCba,100000000000000030271,30271,-33.2832,-62.1534
APRHi - Cuenca Quilpo,100000000000000030441,30441,-30.999404,-64.713398
APRHi - Arroyo Tortugas - Puente AU 9,100000000000000030220,30220,-32.776355,-61.797149
APRHi - Arroyo La Cañada - Puente calle La Rioja,100000000000000030212,30212,-31.408974,-64.190345
APRHI - Río Anisacate - RP5,100000000000000030390,30390,-31.723453,-64.404171
APRHi - Dique San Roque,100000000000000030334,30334,-31.3730865,-64.4322373
APRHI - Reserva Los Chorrillos,100000000000000030496,30496,-31.3914,-64.6352
De Las Cañitas - La Tapa,400000000000000000402,402,-32.855,-64.7672222222222
APRHi - Río de Los Sauces (Sur Pueblo),100000000000000030235,30235,-32.5518,-64.6024
Grande - Ume Pay,400000000000000000337,337,-32.2183333333333,-64.7513888888889
APRHi - Puente Carretero de Nono,100000000000000030213,30213,-31.80448,-65.004448
Santa Catalina - Colonia Hogar,400000000000000000293,293,-30.8491666666667,-64.2738888888889
APRHi - Río Suquía - Centro Cívico,100000000000000030214,30214,-31.41801,-64.173082
INTA Manfredi AgriculturaCba,100000000000000030412,30412,-31.8556804,-63.7522698
Camp.Exp Sampacho AgriculturaCba,100000000000000030411,30411,-33.390755,-64.7398483
APRHi - Cuenca Durazno,100000000000000030433,30433,-32.104167,-64.786111
30485 - La Lagunilla - Cca. La Cañada - AgriculturaCba,100000000000000030485,30485,-31.538892,-64.405785
Laguna La Margarita,400000000000000000410,410,-34.6533333333333,-63.7230555555556
APRHI - Las Toscas-Cca Conlara,100000000000000030495,30495,-31.8554,-65.4926
Munic. de Corralito,100000000000000030042,30042,-32.0277,-64.188
EPEC - EM La Viña,100000000000000030140,30140,-31.8727,-65.0363
APRHi - Santa Ana MI,100000000000000030193,30193,-30.817239,-65.182783
Etruria AgriculturaCba,100000000000000030281,30281,-32.910806,-63.252767
APRHi - Río de Las Barrancas - Puente RP 23,100000000000000070008,70008,-32.689452,-64.720055
Mina Clavero  AgriculturaCba,100000000000000030397,30397,-31.5474373,-65.023298
Almafuerte AgriculturaCba,100000000000000030398,30398,-32.21087,-64.239939
Saira AgriculturaCba,100000000000000030406,30406,-32.408168,-62.11448
APRHi - Pichanas MD - Paso Viejo,100000000000000030206,30206,-30.764287,-65.186802
Munic. de La Para,100000000000000030051,30051,-30.8909,-63.0185
Bruzone AgriculturaCba,100000000000000030073,30073,-34.4391,-64.3424
APRHi - San Miguel de los Ríos,100000000000000030135,30135,-32.0202,-64.8116
APRHi - Alta Gracia,100000000000000030248,30248,-31.654306,-64.426523
APRHi - Río Suquía - Puente Villa Warcalde,100000000000000030211,30211,-31.34113,-64.291718
Viamonte AgriculturaCba,100000000000000030280,30280,-33.742903,-63.099566
Chaján AgriculturaCba,100000000000000030295,30295,-33.550782,-65.005854
La Laguna AgriculturaCba,100000000000000030402,30402,-32.7949,-63.2176
Quilino AgriculturaCba,100000000000000030290,30290,-30.20507,-64.47636
Balnearia AgriculturaCba,100000000000000030403,30403,-31.018979,-62.666837
APRHI-Chuña,100000000000000030438,30438,-30.465458,-64.664841
Primero (Suquía) Camino Secund,400000000000000000165,165,-30.9641666666667,-62.9961111111111
Punta del Agua AgriculturaCba,100000000000000030067,30067,-32.5767,-63.8094
APRHi - Canal Maestro - Cruz del Sur,100000000000000030189,30189,-30.61496,-64.907275
APRHi - La Cumbre (Planta agua),100000000000000030247,30247,-30.962402,-64.478703
Noetinger AgriculturaCba,100000000000000030277,30277,-32.380319,-62.308092
Tercero - Villa María,400000000000000000819,819,-32.4219444444444,-63.2447222222222
Chilibroste AgriculturaCba,100000000000000030278,30278,-32.3285,-62.5171
Est. Don Luis (Norte de Alicia),100000000000000030309,30309,-31.78075,-62.390111
APRHi - Cuenca Sta Rosa (Yaroma),100000000000000030435,30435,-32.083333,-64.697222
Segundo (Plujunta) - RP Nº 17,400000000000000000009,9,-31.0105555555556,-62.7883333333333
Estancia El Tacuru (Los Ucles),100000000000000030308,30308,-32.074778,-62.624028
APRHi - Cap. del Carmen (Cuenca Alta R. Grande),100000000000000030114,30114,-32.2042,-64.8153
Guanasacate - Jesús Maria,400000000000000000765,765,-30.9702777777778,-64.0911111111111
Colonia Caroya AgriculturaCba,100000000000000030107,30107,-31.0199,-64.0448
Brinkmann AgriculturaCba,100000000000000030112,30112,-30.919,-62.0466
Villa Amancay AgriculturaCba,100000000000000030127,30127,-32.2024,-64.5626
Rio Cuarto AgriculturaCba,100000000000000030109,30109,-33.1612,-64.357
APRHi - Campus UBP,100000000000000030242,30242,-31.337274,-64.255563
APRHi - Las Varillas (Oeste-Ruta cruce RP13 y PR3),100000000000000030254,30254,-31.847526,-62.73001
APRHi - Río Santa Rosa - Puente de Hierro,100000000000000030311,30311,-32.0584025,-64.549062
UTN San Francisco AgriculturaCba,100000000000000030408,30408,-31.4196667,-62.1123055
Villa Rossi AgriculturaCba,100000000000000030415,30415,-34.29486,-63.2654
APRHi - Presa Chañar,100000000000000030434,30434,-33.960833,-65.055111
APRHi - Río Tercero - Azud San Marcos Sud,100000000000000030216,30216,-32.6726352,-62.497847
APRHi - Serrezuela,100000000000000030244,30244,-30.71158,-65.420538
Bouwer AgriculturaCba,100000000000000030269,30269,-31.5503,-64.1979
Las Isletillas AgriculturaCba,100000000000000030289,30289,-32.510862,-63.933249
Villa Ciudad Parque AgriculturaCba,100000000000000030286,30286,-31.89493,-64.541618
APRHi - Dique El Chañar,100000000000000030224,30224,-33.994833,-65.075426
APRHI- Cuatro Vientos,100000000000000030486,30486,-33.07532,-64.568987
Villa de Maria Rio seco AgriculturaCba,100000000000000030298,30298,-29.900322,-63.736046
APRHi - Río La Candelaria,100000000000000030170,30170,-30.9362,-64.8402
APRHi - Dique Los Molinos,100000000000000030336,30336,-31.816284,-64.501671
APRHi -  Bell Ville (Aeródromo),100000000000000030349,30349,-32.659054,-62.700417
Chazon AgriculturaCba,100000000000000030161,30161,-33.0811,-63.2674
Lozada AgriculturaCba,100000000000000030400,30400,-31.650161,-64.105875
APRHI - Achiras,100000000000000030492,30492,-33.172002,-64.998617
APRHi - Dique Reolín (3° Usina),100000000000000030508,30508,-32.191025,-64.323335
APRHi - Pichanas MD,100000000000000030174,30174,-30.8279,-65.1701
Viarago AgriculturaCba,100000000000000030536,30536,-31.9503166,-65.012723
Calidad Agua - Puente Olmos,100000000000000035121,35121,-31.4158915,-64.1739035
Tercero - Piedras Moras,400000000000000000380,380,-32.1694444444444,-64.2327777777778
Bulnes AgriculturaCba,100000000000000030263,30263,-33.496524,-64.682928
Canal San Antonio- RP Nº66,400000000000000000766,766,-31.9905555555556,-62.1688888888889
Segundo - Despeñaderos RN Nº 3,400000000000000000263,263,-31.8033333333333,-64.3088888888889
Saladillo - Dique Aforador,400000000000000000379,379,-32.9316666666667,-62.3322222222222
APRHi - Cuenca Lutti,100000000000000030431,30431,-32.3216,-64.706
Jesus Maria - MET,400000000000000000545,545,-30.9769444444444,-64.1394444444445
Cuarto - La Carlota,400000000000000000721,721,-33.4155555555556,-63.3086111111111
Jovita AgriculturaCba,100000000000000030062,30062,-34.5194,-63.9683
Quinto - RP Nº26,400000000000000000199,199,-34.7627777777778,-63.645
San Pedro AgriculturaCba,100000000000000030072,30072,-31.9253,-65.2188
El Tio AgriculturaCba,100000000000000030130,30130,-31.3846,-62.8138
APRHi - Dique La Quebrada,100000000000000030221,30221,-31.149299,-64.342102
Cuarto - La Carlota LIM,400000000000000000415,415,-33.4075,-63.2941666666667
Alicia AgriculturaCba,100000000000000030272,30272,-31.9351,-62.4767
Monte Buey AgriculturaCba,100000000000000030164,30164,-32.897552,-62.442105
APRHi - Río Cosquín Villa Caeiro,100000000000000030348,30348,-31.2975732,-64.4600028
De Las Barrancas-A.Corral RP23,400000000000000000465,465,-32.6894444444444,-64.7202777777778
La Cesira AgriculturaCba,100000000000000030541,30541,-33.949499,-62.975735
Guanasacate - Col. San Jorge,400000000000000000560,560,-30.8797222222222,-64.3483333333333
APRHi - Cuenca los Chorillos (sur Cabalango),100000000000000030443,30443,-31.4266971,-64.5963398
APRHi - Pichanas MI,100000000000000030175,30175,-30.8331,-65.1814
Rio Bamba AgriculturaCba,100000000000000030059,30059,-34.0537,-63.7332
APRHI - Reservorio 4 La Picasa,100000000000000030375,30375,-34.229946,-62.860447
Oliva AgriculturaCba,100000000000000030069,30069,-32.0278,-63.55
EPEC - Azotea Ed. Central,100000000000000030139,30139,-31.4072,-64.1862
APRHi - Inicio Canal Las Tapias Soto,100000000000000030183,30183,-30.863894,-64.951388
APRHI - Canal Maestro -Parrilla,100000000000000030204,30204,-30.687868,-64.842054
Cavanagh AgriculturaCba,100000000000000030407,30407,-33.4613,-62.326
APRHi - Río Santa Rosa (Cuenca Media),100000000000000030234,30234,-32.0327,-64.6478
APRHi - Río Tercero - Puente RP S253,100000000000000030229,30229,-32.149273,-64.12746
Santa Sabina MET,400000000000000000280,280,-30.8558333333333,-64.3086111111111
FAV - UNRC AgriculturaCba,100000000000000030262,30262,-32.968273,-64.652778
Villa Fontana AgriculturaCba,100000000000000030291,30291,-30.898953,-63.117231
APRHi - Cruz Del Eje (DGI),100000000000000030167,30167,-30.762717,-64.756448
La Tordilla AgriculturaCba,100000000000000030162,30162,-31.2636,-63.0667
APRHI - Vivero (Sur),100000000000000030367,30367,-34.305244,-62.876183
APRHi - Dique La Viña,100000000000000030338,30338,-31.871266,-65.03487
APRHi - Dique Cerro Pelado,100000000000000030339,30339,-32.224176,-64.641286
La Francia AgriculturaCba,100000000000000030396,30396,-31.409308,-62.642573
APRHi - Puente Sagrada Familia,100000000000000030346,30346,-31.3910887376,-64.2328478474
General Levalle AgriculturaCba,100000000000000030058,30058,-34.0,-63.9163
Laguna Larga AgriculturaCba,100000000000000030068,30068,-31.7866,-63.812
Cosquin AgriculturaCba,100000000000000030133,30133,-31.206,-64.4597
APRHi - Lab. Hidraulica-UNC,100000000000000030137,30137,-31.441,-64.191
APRHi - Salsacate,100000000000000030136,30136,-31.3355,-65.0819
APRHi - Obispo Trejo,100000000000000030239,30239,-30.77743,-63.407706
APRHi - San Francisco del Chañar,100000000000000030249,30249,-29.842849,-63.9774
Coronel Moldes AgriculturaCba,100000000000000030279,30279,-33.648123,-64.594972
APRHi - Río Quillinzo - Puente RP 23,100000000000000030310,30310,-32.276497,-64.527225
Las Varillas (Este-Cruze RP3 Y RP13),100000000000000030304,30304,-31.957304,-62.588407
Estancia San Isidro (Canal Florentino),100000000000000030306,30306,-32.068528,-62.4505
Muni Las Perdices  AgriculturaCba,100000000000000030417,30417,-32.707164,-63.7088916
APRHi - Cabaña María Lucia (Leones Norte),100000000000000030432,30432,-32.540181,-62.220586
APRHi - Dique Cassaffousth (2° Usina),100000000000000030343,30343,-32.171069,-64.382991
APRHi - Piedras Moras,100000000000000030446,30446,-32.166,-64.2398
APRHi - Colonia 25 (Norte Los Surgentes),100000000000000030449,30449,-32.86789,-62.01814
APRHI - Vivero (Norte),100000000000000030368,30368,-34.195789,-62.830648
APRHi - Laguna la Margarita-Jovita,100000000000000030237,30237,-34.629675,-63.740588
APRHI- La Rinconada,100000000000000030498,30498,-30.17418,-62.944845
APRHi - Cuenca Salsipuedes (La Estancita),100000000000000030444,30444,-31.12231,-64.34827
Secretaria Ambiente  -  Ansenuza,100000000000000025910,25910,-30.9606226,-62.3399136
APRHi - Las Playas,100000000000000030494,30494,-30.724317,-64.848028
Finca Benito AgriculturaCba,100000000000000030540,30540,-32.2545167,-64.6279233
EML1-San Roque,700000000000000000001,00001,-31.374999,-64.447627
APRHi - Inicio canal los Indios Soto,100000000000000030173,30173,-30.864316,-64.951538
APRHi - Morteros,100000000000000030147,30147,-30.7311,-62.0062
Villa de Soto AgriculturaCba,100000000000000030060,30060,-30.8684,-64.9895
Villa Valeria AgriculturaCba,100000000000000030065,30065,-34.3427,-64.929
APRHi - Río de la Cruz - Puente RP E61,100000000000000030218,30218,-32.298869,-64.481141
Canals AgriculturaCba,100000000000000030070,30070,-33.5521,-62.8756
La Carlota AgriculturaCba,100000000000000030100,30100,-33.4156,-63.3086
El Fortin AgriculturaCba,100000000000000030129,30129,-31.9653,-62.306
APRHi - Río San Pedro (Ea. La Ernestina),100000000000000030243,30243,-31.761,-64.659
APRHi - Río Del Medio Puente RP S271,100000000000000030219,30219,-31.880684,-64.568947
Marull,100000000000000030014,30014,-30.9838,-62.8568
Colonia Vignaud AgriculturaCba,100000000000000030285,30285,-30.839017,-61.96034
FCA - Capilla de los Remedios AgriculturaCba,100000000000000030294,30294,-31.475875,-64.007049
Listello (Este Las Varillas),100000000000000030307,30307,-31.901842,-62.648869
Devoto AgriculturaCba,100000000000000030413,30413,-31.40306,-62.32337
APRHi - Agua de Oro,100000000000000030436,30436,-31.0644,-64.3459
APRHI-EMA Ojo de Agua,100000000000000030439,30439,-31.2163888889,-65.24635
APRHi - Canal 6 M.I. El Brete,100000000000000030176,30176,-30.665172,-64.879008
RMA1_FDC - Falda del Carmen,400000000000000000096,96,-31.5213888888889,-64.4655555555556
APRHi - Río de la Cruz- Paso Cabral,100000000000000030465,30465,-32.4078,-64.508
APRHI - Piedra Blanca,100000000000000030497,30497,-32.900228,-64.777297
Aeroclub Huinca Renancó AgriculturaCba,100000000000000030533,30533,-34.8208131,-64.3737799
Las Pampillas AgriculturaCba,100000000000000030531,30531,-30.8776067,-64.43228
Sanchez Amezcua S.A AgriculturaCba,100000000000000030534,30534,-31.9435967,-65.3205033
EML2-LosMolinos,700000000000000000002,00002,-31.817173,-64.507921
RMA1_MIR - Miramar,400000000000000000098,98,-30.9219444444444,-62.6847222222222
EML3-Embalse Rio III,700000000000000000003,00003,-32.221385,-64.44826
APRHi - Cuenca Alta R. Los Sauces-Huerta Vieja,100000000000000030138,30138,-32.509,-64.7322
APRHI - Canal Maestro Sist. Rio de los Sauces,100000000000000030208,30208,-31.920177,-65.127869
Aero Club Ucacha AgriculturaCba,100000000000000030296,30296,-33.021281,-63.500265
LH/APRHI - Los Algarrobitos,100000000000000030571,30571,-30.875528,-63.773608
Las Arrias AgriculturaCba,100000000000000030110,30110,-30.3856,-63.5956
APRHi - Pampa del Gato (R. Sta. Catalina),100000000000000030081,30081,-30.9401,-64.1798
San Carlos Minas AgriculturaCba,100000000000000030113,30113,-31.1704,-65.1087
Rodeo de los Caballos AgriculturaCba,100000000000000030132,30132,-32.4825,-64.7911
APRHi - Villa General Belgrano,100000000000000030241,30241,-31.969067,-64.534368
APRHi - Río Tercero - Bell Ville,100000000000000030222,30222,-32.614251,-62.687329
Serrano AgriculturaCba,100000000000000030274,30274,-34.4629,-63.5309
APRHi - Río Piedras Blancas - Puente RP 23,100000000000000070007,70007,-32.904503,-64.778496
APRHI - Villa Rossi (Este),100000000000000030366,30366,-34.313813,-63.13163
Esquina AgriculturaCba,100000000000000030395,30395,-31.080793,-63.795479
La Paz AgriculturaCba,100000000000000030394,30394,-32.2136,-65.0706
APRHI-Ninte,100000000000000030515,30515,-30.9161587,-63.8799074
APRHI - Elena,100000000000000030500,30500,-32.583683,-64.393452
Finca Robledo Balzarini AgriculturaCba,100000000000000030552,30552,-30.84579,-65.027992
EPEC Este,100000000000000030591,30591,-31.42903,-64.135271
APRHi - Río Los Reartes - Puente RP S271,100000000000000030215,30215,-31.925666,-64.577135
Acipro Santa Rosa 1,100000000000000030076,30076,-31.1903,-63.4508
Saturnino Laspiur AgriculturaCba,100000000000000030275,30275,-31.69655,-62.488105
APRHi - Characato,100000000000000030142,30142,-31.1296,-64.7361
APRHI Canal Maestro Norte,100000000000000030201,30201,-31.3217,-64.3313
APRHi - Villa Dolores (Delegación),100000000000000030231,30231,-31.954,-65.1941
La Paquita AgriculturaCba,100000000000000030261,30261,-30.909,-62.2201
Justiniano Posse AgriculturaCba,100000000000000030282,30282,-32.89553,-62.64823
Aproduco - Villa Retiro AgriculturaCba,100000000000000030287,30287,-31.3382,-64.1389
Las Peñas Sud AgriculturaCba,100000000000000030292,30292,-32.52307,-64.22517
General Deheza AgriculturaCba,100000000000000030163,30163,-32.7649,-63.7795
APRHi - Dique El Cajon EMA,100000000000000030169,30169,-30.854,-64.5497
RMA1_PIL - Pilar,400000000000000000095,95,-31.6677777777778,-63.8816666666667
RMA1_VMA - Villa María,400000000000000000097,97,-32.3272222222222,-63.23
APRHI - Rio San Pedro,100000000000000030381,30381,-31.765528,-64.536944
Las Calles AgriculturaCba,100000000000000030404,30404,-31.828,-64.9454
APRHi - Los Zorros,100000000000000030352,30352,-32.04752,-63.197849
APRHI -Rosales Norte- Freatimetro  30378,100000000000000030378,30378,-34.143168,-63.132362
Rio Primero AgriculturaCba,100000000000000030053,30053,-31.3187,-63.6446
MunUnquillo - Arroyo Chiviquin,100000000000000030026,30026,-31.1871,-64.4161
Las Varas AgriculturaCba,100000000000000030056,30056,-31.802,-62.6315
IPEA 225 - Atahualpa Yupanqui - El Arañado,100000000000000030079,30079,-31.7365,-62.8953
UNVM AgriculturaCba,100000000000000030111,30111,-32.3803,-63.2629
APRHi - Cañada del Sauce,100000000000000030233,30233,-32.368667,-64.647722
APRHi - Los Reartes,100000000000000030253,30253,-31.925382,-64.578196
Cruz Alta AgriculturaCba,100000000000000030260,30260,-33.0043,-61.8351
Transito AgriculturaCba,100000000000000030273,30273,-31.4207,-63.1932
General Roca AgriculturaCba,100000000000000030276,30276,-32.747002,-61.912753
Alejandro Roca AgriculturaCba,100000000000000030155,30155,-33.3514,-63.7033
Buchardo AgriculturaCba,100000000000000030159,30159,-34.706,-63.503
DCCBA - Los Chorrillos,100000000000000035120,35120,-31.403,-64.5769
Las Junturas AgriculturaCba,100000000000000030156,30156,-31.8332,-63.4548
Marcos Juarez AgriculturaCba,100000000000000030160,30160,-32.7242,-62.0897
APRHi - Canal San Antonio - RP2,100000000000000030383,30383,-32.423193,-61.956715
APRHi - EM Ballesteros,100000000000000030351,30351,-32.5542,-62.9681
Freyre AgriculturaCba,100000000000000030410,30410,-31.178267,-62.106157
APRHi - Cuenca Candelaria,100000000000000030429,30429,-31.0945,-64.8726
APRHi - Cueva de los Pajaritos,100000000000000030437,30437,-31.2938,-64.5692
APRHi - Calmayo,100000000000000030445,30445,-32.025,-64.467
